4, 0.000463
9, 0.000463
16, 0.000464
25, 0.000464
36, 0.000463
49, 0.000927
64, 0.000928
81, 0.001391
100, 0.001855
121, 0.001855
144, 0.001855
169, 0.002782
196, 0.003246
225, 0.00371
256, 0.004174
289, 0.005565
324, 0.005565
361, 0.007884
400, 0.00742
441, 0.009739
484, 0.010203
529, 0.017159
576, 0.012058
625, 0.015304
676, 0.016696
729, 0.019014
784, 0.019942
841, 0.02458
900, 0.025971
961, 0.028754
1024, 0.030608
1089, 0.037565
1156, 0.038957
1225, 0.042666
1296, 0.044521
1369, 0.053334
1444, 0.042202
1521, 0.045913
1600, 0.047768
1681, 0.056116
1764, 0.056116
1849, 0.061217
1936, 0.063073
2025, 0.073739
2116, 0.07374
2209, 0.078841
2304, 0.090899
2401, 0.086724
2500, 0.086725
2601, 0.092753
2704, 0.095536
2809, 0.108986
2916, 0.108521
3025, 0.115015
3136, 0.118725
3249, 0.134029
3364, 0.13403
3481, 0.143768
3600, 0.145623
3721, 0.163247
3844, 0.16371
3969, 0.171594
4096, 0.182724
4225, 0.197565
4356, 0.197566
4489, 0.206841
4624, 0.213333
4761, 0.235131
4900, 0.273623
5041, 0.36313
5184, 0.338087
5329, 0.371478
5476, 0.380291
5625, 0.342725
5776, 0.353392
5929, 0.341333
6084, 0.346435
6241, 0.371478
6400, 0.357566
6561, 0.392348
6724, 0.399305
6889, 0.422029
7056, 0.420175
7225, 0.463769
7396, 0.468406
7569, 0.492059
7744, 0.491131
7921, 0.537972
8100, 0.587594
8281, 0.580638
8464, 0.598725
8649, 0.64974
8836, 0.647885
9025, 0.699826
9216, 0.731826
9409, 0.734146
9604, 0.74574
9801, 0.818087
10000, 0.796291
10201, 0.838494
10404, 0.848233
10609, 0.88116
10816, 0.878842
11025, 0.944233
11236, 0.961856
11449, 1.00174
11664, 1.00035
11881, 1.08707
12100, 1.09078
12321, 1.12789
12544, 1.13392
12769, 1.20904
12996, 1.23826
13225, 1.26516
13456, 1.26516
13689, 1.35374
13924, 1.36997
14161, 1.41264
14400, 1.41171
14641, 1.51049
14884, 1.52394
15129, 1.58563
15376, 1.60139
15625, 1.77623
15876, 1.69136
16129, 1.74052
16384, 1.7869
16641, 1.84673
16900, 1.86064
17161, 1.91861
17424, 1.97009
17689, 2.03965
17956, 2.05496
18225, 2.13426
18496, 2.19687
18769, 2.2298
19044, 2.27061
19321, 2.45148
19600, 2.33136
19881, 2.45519
