4, 0.000927
9, 0.000463
16, 0.000464
25, 0.000463
36, 0.000464
49, 0.000928
64, 0.000927
81, 0.001391
100, 0.001392
121, 0.001855
144, 0.001855
169, 0.002782
196, 0.001855
225, 0.002783
256, 0.003246
289, 0.004637
324, 0.004174
361, 0.005566
400, 0.006029
441, 0.007884
484, 0.007885
529, 0.009739
576, 0.013449
625, 0.016232
676, 0.017159
729, 0.019478
784, 0.020405
841, 0.025971
900, 0.027362
961, 0.029682
1024, 0.032
1089, 0.042203
1156, 0.041739
1225, 0.044522
1296, 0.055189
1369, 0.060754
1444, 0.058435
1521, 0.066319
1600, 0.067247
1681, 0.108986
1764, 0.071884
1849, 0.076986
1936, 0.077913
2025, 0.090435
2116, 0.090899
2209, 0.098783
2304, 0.081623
2401, 0.093681
2500, 0.093682
2601, 0.09971
2704, 0.102957
2809, 0.126145
2916, 0.108986
3025, 0.115479
3136, 0.118725
3249, 0.134029
3364, 0.134029
3481, 0.142377
3600, 0.146087
3721, 0.163247
3844, 0.163246
3969, 0.172521
4096, 0.178551
4225, 0.197102
4356, 0.197565
4489, 0.207304
4624, 0.212869
4761, 0.236058
4900, 0.235131
5041, 0.24858
5184, 0.254609
5329, 0.279189
5476, 0.283363
5625, 0.300986
5776, 0.298203
5929, 0.358957
6084, 0.343188
6241, 0.375653
6400, 0.370088
6561, 0.435943
6724, 0.437333
6889, 0.422029
7056, 0.420175
7225, 0.464232
7396, 0.46887
7569, 0.492522
7744, 0.489276
7921, 0.621914
8100, 0.747131
8281, 0.648349
8464, 0.617739
8649, 0.631189
8836, 0.632116
9025, 0.660406
9216, 0.691015
9409, 0.71374
9604, 0.72487
9801, 0.758725
10000, 0.774958
10201, 0.818551
10404, 0.82829
10609, 0.858899
10816, 0.857971
11025, 0.922436
11236, 0.936812
11449, 0.976697
11664, 0.980407
11881, 1.09449
12100, 1.0611
12321, 1.09867
12544, 1.10284
12769, 1.17194
12996, 1.25913
13225, 1.23409
13456, 1.23131
